Disease,MMWR year,MMWR week,Current week,"Current week, flag",Cum 2015,"Cum 2015, flag",5-year weekly average§,"5-year weekly average§, flag",Total cases reported  2014,"Total cases reported  2014, flag",Total cases reported 2013,"Total cases reported 2013, flag",Total cases reported 2012,"Total cases reported 2012, flag",Total cases reported 2011,"Total cases reported 2011, flag",Total cases reported 2010,"Total cases reported 2010, flag",States reporting cases during current week (No.) 
"Viral hemorrhagic fever, Sabia-associated hemorrhagic fever††,****:",2015,46,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Botulism, infant",2015,46,,-,105,,2,,127,,136,,123,,97,,80,,
Smallpox††,2015,46,,-,,-,,-,,-,,-,,-,,-,,-,
Vancomycin-resistant Staphylococcus aureus††,2015,46,,-,1,,,-,,-,,-,2,,,-,2,,
SARS-CoV††,2015,46,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever, Ebola hemorrhagic fever††,****:",2015,46,,-,,-,,-,4,,,NP,,NP,,NP,,NP,
Toxic-shock syndrome (staphylococcal)††,2015,46,,-,96,,1,,59,,71,,65,,78,,82,,
Hansen disease††,2015,46,,-,55,,1,,88,,81,,82,,82,,98,,
"Viral hemorrhagic fever, Lujo virus††,****:",2015,46,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Rabies, human",2015,46,,-,1,,,-,1,,2,,1,,6,,2,,
Diphtheria,2015,46,,-,,-,,-,1,,,-,1,,,-,,-,
Cyclosporiasis††,2015,46,,-,579,,1,,388,,784,,123,,151,,179,,
"Viral hemorrhagic fever, Lassa fever††,****:",2015,46,,-,,-,,-,1,,,NP,,NP,,NP,,NP,
"Poliomyelitis, paralytic",2015,46,,-,,-,,-,,-,1,,,-,,-,,-,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), serotype b",2015,46,,-,19,,1,,40,,31,,30,,14,,23,,
"Q fever, acute††",2015,46,,-,100,,1,,132,,137,,113,,110,,106,,
"Meningococcal disease, invasive†††, other serogroup",2015,46,,-,18,,0,,25,,17,,20,,20,,12,,
"Meningococcal disease, invasive†††, serogroup ACWY",2015,46,,-,65,,3,,123,,142,,161,,257,,280,,
"Viral hemorrhagic fever, Machupo hemorrhagic fever††,****:",2015,46,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive†††, serogroup B",2015,46,,-,72,,2,,89,,99,,110,,159,,135,,
Tularemia,2015,46,,-,231,,2,,180,,203,,149,,166,,124,,
Anthrax,2015,46,,-,,-,,-,,-,,-,,-,1,,,-,
"Hantavirus infection (non-HPS)¶,††",2015,46,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
"Hemolytic uremic syndrome, postdiarrheal††",2015,46,,-,202,,5,,250,,329,,274,,290,,266,,
Streptococcal toxic-shock syndrome††,2015,46,,-,214,,3,,259,,224,,194,,168,,142,,
"Hepatitis B, virus infection perinatal",2015,46,,-,23,,1,,47,,48,,40,,,NP,,NP,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), unknown serotype",2015,46,4,,191,,4,,204,,185,,210,,226,,223,,"OH (1 ), MD (1 ), GA (1 ), AL (1 )"
Chancroid,2015,46,1,,15,,0,,6,,,-,15,,8,,24,,TX (1 )
"Meningococcal disease, invasive†††, unknown serogroup",2015,46,3,,156,,5,,196,,298,,260,,323,,406,,"NYC (1 ), OH (1 ), OR (1 )"
"Botulism, total",2015,46,,-,162,,2,,161,,152,,168,,153,,112,,
"Arboviral diseases, Powassan virus disease**,††",2015,46,,-,4,,0,,8,,12,,7,,16,,8,,
Cholera,2015,46,,-,1,,0,,5,,14,,17,,40,,13,,
Measles***,2015,46,,-,189,,1,,667,,187,,55,,220,,63,,
Listeriosis,2015,46,6,,590,,14,,769,,735,,727,,870,,821,,"NY (2 ), NYC (1 ), OH (1 ), FL (2 )"
"Arboviral diseases, Chikungunya virus neuroinvasive disease**,††",2015,46,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever, Lassa fever††,****:",2015,47,,-,,-,,-,1,,,NP,,NP,,NP,,NP,
Toxic-shock syndrome (staphylococcal)††,2015,47,,-,96,,1,,59,,71,,65,,78,,82,,
"Botulism, total",2015,47,1,,163,,3,,161,,152,,168,,153,,112,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), unknown serotype",2015,47,3,,197,,4,,204,,185,,210,,226,,223,,"FL (2 ), AR (1 )"
"Poliomyelitis, paralytic",2015,47,,-,,-,,-,,-,1,,,-,,-,,-,
Cyclosporiasis††,2015,47,11,,595,,1,,388,,784,,123,,151,,179,,"NYC (10 ), VA (1 )"
"Meningococcal disease, invasive†††, serogroup B",2015,47,,-,74,,2,,89,,99,,110,,159,,135,,
Novel influenza A virus infections§§§,2015,47,,-,5,,1,,3,,21,,313,,14,,4,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), nonserotype b",2015,47,,-,200,,4,,228,,222,,205,,145,,200,,
"Botulism, foodborne",2015,47,,-,40,,0,,15,,4,,27,,24,,7,,
Leptospirosis††,2015,47,,-,25,,0,,38,,,NN,,NN,,NN,,NN,
"Influenza-associated pediatric mortality**,††",2015,47,,-,125,,1,,141,,160,,52,,118,,61,,
"Viral hemorrhagic fever, Guanarito hemorrhagic fever††,****:",2015,47,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever, Lujo virus††,****:",2015,47,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever, Sabia-associated hemorrhagic fever††,****:",2015,47,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Rabies, human",2015,47,,-,1,,,-,1,,2,,1,,6,,2,,
"Meningococcal disease, invasive†††, serogroup ACWY",2015,47,1,,69,,3,,123,,142,,161,,257,,280,,MA (1 )
Streptococcal toxic-shock syndrome††,2015,47,1,,219,,4,,259,,224,,194,,168,,142,,VA (1 )
Smallpox††,2015,47,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever, Machupo hemorrhagic fever††,****:",2015,47,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
SARS-CoV††,2015,47,,-,,-,,-,,-,,-,,-,,-,,-,
"Syphilis, congenital (age <1 yr)††,¶¶¶",2015,47,,-,289,,7,,458,,348,,322,,360,,377,,
Hantavirus Pulmonary Syndrome (HPS)††,2015,47,,-,12,,0,,32,,21,,30,,23,,20,,
Brucellosis,2015,47,,-,103,,1,,92,,99,,114,,79,,115,,
"Hemolytic uremic syndrome, postdiarrheal††",2015,47,2,,206,,5,,250,,329,,274,,290,,266,,"ID (1 ), NV (1 )"
"Q fever, total††",2015,47,,-,120,,2,,168,,170,,135,,134,,131,,
Anthrax,2015,47,,-,,-,,-,,-,,-,,-,1,,,-,
"Arboviral diseases, California serogroup virus disease**,††",2015,47,,-,55,,0,,96,,95,,81,,137,,75,,
"Arboviral diseases, Eastern equine encephalitis virus disease**,††",2015,47,,-,2,,,-,8,,8,,15,,4,,10,,
"Botulism, other (wound and unspecified)",2015,47,,-,17,,0,,19,,12,,18,,32,,25,,
Chancroid,2015,47,,-,15,,0,,6,,,-,15,,8,,24,,
"Botulism, infant",2015,47,1,,106,,2,,127,,136,,123,,97,,80,,WA (1 )
"Viral hemorrhagic fever, Junin hemorrhagic fever††,****:",2015,47,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Hepatitis B, virus infection perinatal",2015,47,,-,24,,1,,47,,48,,40,,,NP,,NP,
"Meningococcal disease, invasive†††, other serogroup",2015,47,,-,18,,0,,25,,17,,20,,20,,12,,
"Viral hemorrhagic fever, Crimean-Congo hemorrhagic fever††,****:",2015,47,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Yellow fever,2015,47,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever, Ebola hemorrhagic fever††,****:",2015,47,,-,,-,,-,4,,,NP,,NP,,NP,,NP,
"Q fever, acute††",2015,47,,-,102,,1,,132,,137,,113,,110,,106,,
Trichinellosis††,2015,47,,-,6,,0,,14,,22,,18,,15,,7,,
"Arboviral diseases, Powassan virus disease**,††",2015,47,,-,4,,0,,8,,12,,7,,16,,8,,
"Arboviral diseases, Western equine encephalitis virus disease**,††",2015,47,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever, Marburg fever††,****:",2015,47,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Psittacosis††,2015,47,,-,7,,0,,8,,6,,2,,2,,4,,
Tularemia,2015,47,,-,235,,2,,180,,203,,149,,166,,124,,
"Meningococcal disease, invasive†††, unknown serogroup",2015,47,1,,154,,6,,196,,298,,260,,323,,406,,TX (1 )
Typhoid fever,2015,47,1,,289,,5,,349,,338,,354,,390,,467,,NYC (1 )
Plague,2015,47,,-,9,,0,,10,,4,,4,,3,,2,,
Measles***,2015,47,,-,188,,1,,667,,187,,55,,220,,63,,
"Hantavirus infection (non-HPS)¶,††",2015,47,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), serotype b",2015,47,,-,19,,1,,40,,31,,30,,14,,23,,
"Arboviral diseases, St. Louis encephalitis virus disease**,††",2015,47,,-,19,,0,,10,,1,,3,,6,,10,,
Hansen disease††,2015,47,,-,55,,1,,88,,81,,82,,82,,98,,
"Polio virus Infection, nonparalytic,††",2015,47,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases, Chikungunya virus neuroinvasive disease**,††",2015,47,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
Cholera,2015,47,,-,1,,0,,5,,14,,17,,40,,13,,
Vancomycin-resistant Staphylococcus aureus††,2015,47,,-,1,,,-,,-,,-,2,,,-,2,,
Diphtheria,2015,47,,-,,-,,-,1,,,-,1,,,-,,-,
Vancomycin-intermediate Staphylococcus aureus††,2015,47,1,,139,,3,,212,,248,,134,,82,,91,,NYC (1 )
Listeriosis,2015,47,5,,601,,13,,769,,735,,727,,870,,821,,"NY (1 ), VA (3 ), ID (1 )"
"Q fever, chronic††",2015,47,,-,18,,0,,36,,33,,22,,24,,25,,
Chancroid,2015,48,,-,15,,0,,6,,,-,15,,8,,24,,
"Q fever, chronic††",2015,48,,-,18,,0,,36,,33,,22,,24,,25,,
"Meningococcal disease, invasive†††, serogroup B",2015,48,1,,76,,2,,89,,99,,110,,159,,135,,NY (1 )
"Viral hemorrhagic fever, Guanarito hemorrhagic fever††,****:",2015,48,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Hantavirus infection (non-HPS)¶,††",2015,48,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
Cyclosporiasis††,2015,48,2,,602,,1,,388,,784,,123,,151,,179,,FL (2 )
"Viral hemorrhagic fever, Marburg fever††,****:",2015,48,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Cholera,2015,48,,-,1,,0,,5,,14,,17,,40,,13,,
"Viral hemorrhagic fever, Machupo hemorrhagic fever††,****:",2015,48,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), nonserotype b",2015,48,2,,207,,4,,228,,222,,205,,145,,200,,"NY (1 ), MS (1 )"
"Arboviral diseases, Powassan virus disease**,††",2015,48,,-,5,,0,,8,,12,,7,,16,,8,,
"Botulism, total",2015,48,,-,165,,3,,161,,152,,168,,153,,112,,
Yellow fever,2015,48,,-,,-,,-,,-,,-,,-,,-,,-,
"Q fever, acute††",2015,48,1,,104,,1,,132,,137,,113,,110,,106,,TX (1 )
"Meningococcal disease, invasive†††, serogroup ACWY",2015,48,2,,72,,3,,123,,142,,161,,257,,280,,WA (2 )
Anthrax,2015,48,,-,,-,,-,,-,,-,,-,1,,,-,
"Syphilis, congenital (age <1 yr)††,¶¶¶",2015,48,,-,301,,7,,458,,348,,322,,360,,377,,
SARS-CoV††,2015,48,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever, Ebola hemorrhagic fever††,****:",2015,48,,-,,-,,-,4,,,NP,,NP,,NP,,NP,
Toxic-shock syndrome (staphylococcal)††,2015,48,,-,96,,1,,59,,71,,65,,78,,82,,
Diphtheria,2015,48,,-,,-,,-,1,,,-,1,,,-,,-,
"Arboviral diseases, St. Louis encephalitis virus disease**,††",2015,48,,-,19,,,-,10,,1,,3,,6,,10,,
Hantavirus Pulmonary Syndrome (HPS)††,2015,48,,-,10,,0,,32,,21,,30,,23,,20,,
Leptospirosis††,2015,48,,-,25,,0,,38,,,NN,,NN,,NN,,NN,
Streptococcal toxic-shock syndrome††,2015,48,,-,228,,4,,259,,224,,194,,168,,142,,
Tularemia,2015,48,,-,236,,1,,180,,203,,149,,166,,124,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), serotype b",2015,48,,-,19,,1,,40,,31,,30,,14,,23,,
"Viral hemorrhagic fever, Sabia-associated hemorrhagic fever††,****:",2015,48,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever, Junin hemorrhagic fever††,****:",2015,48,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Arboviral diseases, Western equine encephalitis virus disease**,††",2015,48,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever, Lassa fever††,****:",2015,48,,-,,-,,-,1,,,NP,,NP,,NP,,NP,
"Q fever, total††",2015,48,1,,122,,2,,168,,170,,135,,134,,131,,
Novel influenza A virus infections§§§,2015,48,,-,5,,1,,3,,21,,313,,14,,4,,
"Meningococcal disease, invasive†††, unknown serogroup",2015,48,2,,158,,6,,196,,298,,260,,323,,406,,"VA (1 ), FL (1 )"
Measles***,2015,48,,-,188,,1,,667,,187,,55,,220,,63,,
Hansen disease††,2015,48,1,,56,,1,,88,,81,,82,,82,,98,,HI (1 )
"Polio virus Infection, nonparalytic,††",2015,48,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever, Crimean-Congo hemorrhagic fever††,****:",2015,48,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Influenza-associated pediatric mortality**,††",2015,48,2,,127,,1,,141,,160,,52,,118,,61,,"FL (1 ), TX (1 )"
Listeriosis,2015,48,5,,617,,13,,769,,735,,727,,870,,821,,"NY (1 ), NYC (2 ), FL (1 ), TN (1 )"
"Botulism, infant",2015,48,,-,107,,2,,127,,136,,123,,97,,80,,
"Hemolytic uremic syndrome, postdiarrheal††",2015,48,5,,212,,4,,250,,329,,274,,290,,266,,"PA (1 ), FL (1 ), KY (1 ), AR (2 )"
Brucellosis,2015,48,3,,106,,1,,92,,99,,114,,79,,115,,"FL (1 ), TX (1 ), WA (1 )"
"Botulism, foodborne",2015,48,,-,40,,0,,15,,4,,27,,24,,7,,
Smallpox††,2015,48,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever, Lujo virus††,****:",2015,48,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Typhoid fever,2015,48,4,,297,,5,,349,,338,,354,,390,,467,,"NYC (3 ), MD (1 )"
Vancomycin-resistant Staphylococcus aureus††,2015,48,,-,1,,,-,,-,,-,2,,,-,2,,
"Arboviral diseases, Eastern equine encephalitis virus disease**,††",2015,48,,-,3,,,-,8,,8,,15,,4,,10,,
Plague,2015,48,,-,9,,,-,10,,4,,4,,3,,2,,
"Botulism, other (wound and unspecified)",2015,48,,-,18,,0,,19,,12,,18,,32,,25,,
Psittacosis††,2015,48,,-,7,,0,,8,,6,,2,,2,,4,,
"Arboviral diseases, California serogroup virus disease**,††",2015,48,,-,55,,,-,96,,95,,81,,137,,75,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), unknown serotype",2015,48,3,,196,,4,,204,,185,,210,,226,,223,,"NY (1 ), OH (1 ), GA (1 )"
"Poliomyelitis, paralytic",2015,48,,-,,-,,-,,-,1,,,-,,-,,-,
"Arboviral diseases, Chikungunya virus neuroinvasive disease**,††",2015,48,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
"Hepatitis B, virus infection perinatal",2015,48,,-,25,,1,,47,,48,,40,,,NP,,NP,
"Meningococcal disease, invasive†††, other serogroup",2015,48,,-,18,,0,,25,,17,,20,,20,,12,,
"Rabies, human",2015,48,,-,1,,,-,1,,2,,1,,6,,2,,
Vancomycin-intermediate Staphylococcus aureus††,2015,48,,-,143,,3,,212,,248,,134,,82,,91,,
Trichinellosis††,2015,48,,-,6,,0,,14,,22,,18,,15,,7,,
"Hemolytic uremic syndrome, postdiarrheal††",2015,49,5,,222,,4,,250,,329,,274,,290,,266,,"TN (1 ), OK (3 ), TX (1 )"
Diphtheria,2015,49,,-,,-,,-,1,,,-,1,,,-,,-,
"Meningococcal disease, invasive†††, unknown serogroup",2015,49,1,,161,,6,,196,,298,,260,,323,,406,,FL (1 )
"Viral hemorrhagic fever, Ebola hemorrhagic fever††,****:",2015,49,,-,,-,,-,4,,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever, Junin hemorrhagic fever††,****:",2015,49,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Q fever, acute††",2015,49,,-,107,,2,,132,,137,,113,,110,,106,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), unknown serotype",2015,49,4,,200,,4,,204,,185,,210,,226,,223,,"GA (1 ), FL (1 ), TN (1 ), LA (1 )"
"Arboviral diseases, Western equine encephalitis virus disease**,††",2015,49,,-,,-,,-,,-,,-,,-,,-,,-,
"Polio virus Infection, nonparalytic,††",2015,49,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases, California serogroup virus disease**,††",2015,49,,-,56,,,-,96,,95,,81,,137,,75,,
Anthrax,2015,49,,-,,-,,-,,-,,-,,-,1,,,-,
Chancroid,2015,49,,-,15,,0,,6,,,-,15,,8,,24,,
"Rabies, human",2015,49,,-,1,,0,,1,,2,,1,,6,,2,,
"Viral hemorrhagic fever, Machupo hemorrhagic fever††,****:",2015,49,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Syphilis, congenital (age <1 yr)††,¶¶¶",2015,49,,-,321,,7,,458,,348,,322,,360,,377,,
SARS-CoV††,2015,49,,-,,-,,-,,-,,-,,-,,-,,-,
Tularemia,2015,49,4,,240,,1,,180,,203,,149,,166,,124,,"PA (1 ), OK (2 ), WY (1 )"
"Arboviral diseases, Eastern equine encephalitis virus disease**,††",2015,49,,-,3,,,-,8,,8,,15,,4,,10,,
"Hepatitis B, virus infection perinatal",2015,49,,-,24,,1,,47,,48,,40,,,NP,,NP,
"Viral hemorrhagic fever, Crimean-Congo hemorrhagic fever††,****:",2015,49,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Hantavirus infection (non-HPS)¶,††",2015,49,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
Hansen disease††,2015,49,6,,62,,1,,88,,81,,82,,82,,98,,FL (6 )
Smallpox††,2015,49,,-,,-,,-,,-,,-,,-,,-,,-,
"Meningococcal disease, invasive†††, other serogroup",2015,49,,-,18,,0,,25,,17,,20,,20,,12,,
Toxic-shock syndrome (staphylococcal)††,2015,49,,-,97,,1,,59,,71,,65,,78,,82,,
"Q fever, chronic††",2015,49,,-,18,,0,,36,,33,,22,,24,,25,,
Measles***,2015,49,,-,188,,1,,667,,187,,55,,220,,63,,
"Viral hemorrhagic fever, Marburg fever††,****:",2015,49,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Botulism, infant",2015,49,,-,109,,2,,127,,136,,123,,97,,80,,
"Viral hemorrhagic fever, Guanarito hemorrhagic fever††,****:",2015,49,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Poliomyelitis, paralytic",2015,49,,-,,-,,-,,-,1,,,-,,-,,-,
"Arboviral diseases, Chikungunya virus neuroinvasive disease**,††",2015,49,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
Psittacosis††,2015,49,,-,7,,0,,8,,6,,2,,2,,4,,
Vancomycin-intermediate Staphylococcus aureus††,2015,49,,-,145,,3,,212,,248,,134,,82,,91,,
"Arboviral diseases, Powassan virus disease**,††",2015,49,,-,5,,0,,8,,12,,7,,16,,8,,
Trichinellosis††,2015,49,,-,6,,0,,14,,22,,18,,15,,7,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), nonserotype b",2015,49,1,,212,,4,,228,,222,,205,,145,,200,,OH (1 )
Streptococcal toxic-shock syndrome††,2015,49,1,,234,,4,,259,,224,,194,,168,,142,,VT (1 )
"Botulism, foodborne",2015,49,,-,40,,1,,15,,4,,27,,24,,7,,
"Viral hemorrhagic fever, Lujo virus††,****:",2015,49,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Novel influenza A virus infections§§§,2015,49,,-,5,,0,,3,,21,,313,,14,,4,,
"Viral hemorrhagic fever, Sabia-associated hemorrhagic fever††,****:",2015,49,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Influenza-associated pediatric mortality**,††",2015,49,,-,127,,2,,141,,160,,52,,118,,61,,
Leptospirosis††,2015,49,,-,25,,0,,38,,,NN,,NN,,NN,,NN,
"Arboviral diseases, St. Louis encephalitis virus disease**,††",2015,49,,-,19,,0,,10,,1,,3,,6,,10,,
Listeriosis,2015,49,4,,632,,13,,769,,735,,727,,870,,821,,"NYC (1 ), OH (1 ), VA (1 ), AR (1 )"
"Botulism, other (wound and unspecified)",2015,49,,-,18,,0,,19,,12,,18,,32,,25,,
"Botulism, total",2015,49,,-,167,,3,,161,,152,,168,,153,,112,,
Cyclosporiasis††,2015,49,1,,605,,1,,388,,784,,123,,151,,179,,NYC (1 )
Cholera,2015,49,,-,1,,0,,5,,14,,17,,40,,13,,
Hantavirus Pulmonary Syndrome (HPS)††,2015,49,,-,10,,0,,32,,21,,30,,23,,20,,
"Viral hemorrhagic fever, Lassa fever††,****:",2015,49,,-,,-,,-,1,,,NP,,NP,,NP,,NP,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), serotype b",2015,49,1,,21,,1,,40,,31,,30,,14,,23,,TX (1 )
Vancomycin-resistant Staphylococcus aureus††,2015,49,,-,1,,,-,,-,,-,2,,,-,2,,
"Meningococcal disease, invasive†††, serogroup ACWY",2015,49,,-,73,,3,,123,,142,,161,,257,,280,,
Plague,2015,49,,-,9,,,-,10,,4,,4,,3,,2,,
Typhoid fever,2015,49,3,,300,,5,,349,,338,,354,,390,,467,,NYC (3 )
Yellow fever,2015,49,,-,,-,,-,,-,,-,,-,,-,,-,
"Q fever, total††",2015,49,,-,125,,2,,168,,170,,135,,134,,131,,
"Meningococcal disease, invasive†††, serogroup B",2015,49,,-,76,,2,,89,,99,,110,,159,,135,,
Brucellosis,2015,49,,-,107,,1,,92,,99,,114,,79,,115,,
Hantavirus Pulmonary Syndrome (HPS)††,2015,50,,-,10,,0,,32,,21,,30,,23,,20,,
Streptococcal toxic-shock syndrome††,2015,50,2,,239,,4,,259,,224,,194,,168,,142,,"NY (1 ), OH (1 )"
Vancomycin-resistant Staphylococcus aureus††,2015,50,,-,1,,,-,,-,,-,2,,,-,2,,
"Viral hemorrhagic fever, Lujo virus††,****:",2015,50,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Brucellosis,2015,50,1,,112,,2,,92,,99,,114,,79,,115,,FL (1 )
Smallpox††,2015,50,,-,,-,,-,,-,,-,,-,,-,,-,
"Hantavirus infection (non-HPS)¶,††",2015,50,,NN,,NN,,-,,NN,,NN,,NN,,NN,,NN,
Psittacosis††,2015,50,,-,7,,0,,8,,6,,2,,2,,4,,
"Viral hemorrhagic fever, Marburg fever††,****:",2015,50,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Toxic-shock syndrome (staphylococcal)††,2015,50,,-,98,,1,,59,,71,,65,,78,,82,,
"Arboviral diseases, Powassan virus disease**,††",2015,50,,-,5,,0,,8,,12,,7,,16,,8,,
"Viral hemorrhagic fever, Crimean-Congo hemorrhagic fever††,****:",2015,50,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Hepatitis B, virus infection perinatal",2015,50,,-,24,,1,,47,,48,,40,,,NP,,NP,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), serotype b",2015,50,,-,21,,1,,40,,31,,30,,14,,23,,
"Botulism, infant",2015,50,3,,115,,3,,127,,136,,123,,97,,80,,"NYC (1 ), OH (2 )"
"Viral hemorrhagic fever, Ebola hemorrhagic fever††,****:",2015,50,,-,,-,,-,4,,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever, Sabia-associated hemorrhagic fever††,****:",2015,50,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
"Q fever, chronic††",2015,50,,-,18,,1,,36,,33,,22,,24,,25,,
"Meningococcal disease, invasive†††, serogroup ACWY",2015,50,,-,76,,5,,123,,142,,161,,257,,280,,
Typhoid fever,2015,50,4,,305,,7,,349,,338,,354,,390,,467,,"NYC (3 ), MD (1 )"
"Viral hemorrhagic fever, Lassa fever††,****:",2015,50,,-,,-,,-,1,,,NP,,NP,,NP,,NP,
"Poliomyelitis, paralytic",2015,50,,-,,-,,-,,-,1,,,-,,-,,-,
Anthrax,2015,50,,-,,-,,-,,-,,-,,-,1,,,-,
"Q fever, acute††",2015,50,2,,109,,3,,132,,137,,113,,110,,106,,"PA (1 ), TN (1 )"
"Arboviral diseases, California serogroup virus disease**,††",2015,50,,-,56,,,-,96,,95,,81,,137,,75,,
"Q fever, total††",2015,50,2,,127,,4,,168,,170,,135,,134,,131,,
"Viral hemorrhagic fever, Junin hemorrhagic fever††,****:",2015,50,,-,,-,,-,,NP,,NP,,NP,,NP,,NP,
Tularemia,2015,50,,-,240,,2,,180,,203,,149,,166,,124,,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), unknown serotype",2015,50,1,,200,,5,,204,,185,,210,,226,,223,,AZ (1 )
"Botulism, foodborne",2015,50,,-,40,,1,,15,,4,,27,,24,,7,,
"Meningococcal disease, invasive†††, other serogroup",2015,50,,-,18,,1,,25,,17,,20,,20,,12,,
Listeriosis,2015,50,4,,649,,15,,769,,735,,727,,870,,821,,"PA (1 ), AL (1 ), OK (1 ), TX (1 )"
"Influenza-associated pediatric mortality**,††",2015,50,1,,118,,2,,141,,160,,52,,118,,61,,TN (1 )
"Rabies, human",2015,50,,-,1,,0,,1,,2,,1,,6,,2,,
Novel influenza A virus infections§§§,2015,50,,-,6,,1,,3,,21,,313,,14,,4,,
"Meningococcal disease, invasive†††, unknown serogroup",2015,50,2,,164,,7,,196,,298,,260,,323,,406,,"FL (1 ), OR (1 )"
"Polio virus Infection, nonparalytic,††",2015,50,,-,,-,,-,,-,,-,,-,,-,,-,
Chancroid,2015,50,1,,17,,0,,6,,,-,15,,8,,24,,WY (1 )
SARS-CoV††,2015,50,,-,,-,,-,,-,,-,,-,,-,,-,
Plague,2015,50,,-,9,,,-,10,,4,,4,,3,,2,,
"Meningococcal disease, invasive†††, serogroup B",2015,50,,-,79,,3,,89,,99,,110,,159,,135,,
"Botulism, total",2015,50,3,,174,,4,,161,,152,,168,,153,,112,,
Yellow fever,2015,50,,-,,-,,-,,-,,-,,-,,-,,-,
Cholera,2015,50,,-,1,,1,,5,,14,,17,,40,,13,,
"Syphilis, congenital (age <1 yr)††,¶¶¶",2015,50,,-,333,,7,,458,,348,,322,,360,,377,,
Hansen disease††,2015,50,1,,63,,2,,88,,81,,82,,82,,98,,FL (1 )
Diphtheria,2015,50,,-,,-,,-,1,,,-,1,,,-,,-,
"Haemophilus influenzae,§§ invasive disease (age <5 yrs), nonserotype b",2015,50,4,,219,,5,,228,,222,,205,,145,,200,,"OH (1 ), SC (1 ), CO (1 ), AZ (1 )"
Measles***,2015,50,,-,188,,1,,667,,187,,55,,220,,63,,
