Disease,MMWR year,MMWR week,Current week,"Current week, flag",Cum 2016,"Cum 2016, flag",5-year weekly average§,"5-year weekly average§, flag",Total cases reported  2015,"Total cases reported  2015, flag",Total cases reported 2014,"Total cases reported 2014, flag",Total cases reported 2013,"Total cases reported 2013, flag",Total cases reported 2012,"Total cases reported 2012, flag",Total cases reported 2011,"Total cases reported 2011, flag",States reporting cases during current week (No.) 
"Viral hemorrhagic fever§§§§, Lassa fever",2016,15,,-,,-,,-,,-,1,,,NP,,NP,,NP,
Measles†††,2016,27,,-,46,,5,,188,,667,,187,,55,,220,,
"Viral hemorrhagic fever††††, Machupo hemorrhagic fever",2016,38,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
Psittacosis**,2016,48,,-,7,,0,,4,,8,,6,,2,,2,,
Diphtheria,2016,48,,-,,-,,-,,-,1,,,-,1,,,-,
"Viral hemorrhagic fever††††, Machupo hemorrhagic fever",2016,16,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
Measles§§§,2016,12,,-,3,,4,,186,,667,,187,,55,,220,,
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2016,39,,-,2,,,-,11,,11,,22,,2,,3,,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,39,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever§§§§, Lassa fever",2016,10,,-,,-,,-,,-,1,,,NP,,NP,,NP,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,7,,-,,-,0,,19,,10,,1,,3,,6,,
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2016,20,,-,,-,0,,11,,11,,22,,2,,3,,
"Viral hemorrhagic fever††††, Lassa fever",2016,35,,-,,-,,-,,-,1,,,NP,,NP,,NP,
"Arboviral diseases¶,** Powassan virus ",2016,13,,-,,-,,-,7,,8,,12,,7,,16,,
Yellow fever,2016,48,,-,,-,,-,,-,,-,,-,,-,,-,
"Influenza-associated pediatric mortality**,†††",2016,14,10,,44,,3,,130,,141,,160,,52,,118,,"MA (1 ), NY (1 ), NJ (1 ), OH (1 ), WI (1 ), MD (1 ), TX (1 ), CO (1 ), ME (1 ), VA (1 )"
"Arboviral diseases¶,** Powassan virus ",2016,35,,-,4,,0,,7,,8,,12,,7,,16,,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,28,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2016,40,4,,152,,3,,167,,39,,34,,37,,48,,"NY (1 ), ND (1 ), FL (1 ), CO (1 )"
"Arboviral diseases¶,** La Crosse virus§§ ",2016,24,,-,,-,1,,55,,80,,85,,78,,130,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2016,27,3,,113,,3,,167,,39,,34,,37,,48,,"NY (1 ), FL (1 ), CO (1 )"
"Viral hemorrhagic fever§§§§, Junin hemorrhagic fever",2016,8,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever§§§§, Junin hemorrhagic fever",2016,12,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,25,,-,8,,0,,29,,40,,31,,30,,14,,
"Meningococcal disease, invasive¶¶¶, unknown serogroup",2016,13,7,,46,,6,,157,,196,,298,,260,,323,,"NY (1 ), PA (1 ), OH (1 ), MD (1 ), TN (1 ), LA (1 ), CA (1 )"
"Meningococcal disease, invasive§§§, unknown serogroup",2016,43,1,,144,,3,,120,,196,,298,,260,,323,,NYC (1 )
"Viral hemorrhagic fever§§§§, Sabia-associated hemorrhagic fever",2016,6,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
Smallpox,2016,48,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** La Crosse virus§§ ",2016,16,,-,,-,,-,55,,80,,85,,78,,130,,
"Arboviral diseases¶,** Chikungunya virus††",2016,11,,-,11,,,-,793,,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,29,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,35,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive¶¶¶, serogroup B",2016,10,,-,11,,3,,88,,89,,99,,110,,159,,
"Viral hemorrhagic fever††††, Lassa fever",2016,33,,-,,-,,-,,-,1,,,NP,,NP,,NP,
"Viral hemorrhagic fever§§§§, Ebola hemorrhagic fever",2016,4,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,29,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,12,,-,,-,0,,19,,10,,1,,3,,6,,
"Meningococcal disease, invasive§§§, serogroup B",2016,35,1,,49,,1,,111,,89,,99,,110,,159,,NY (1 )
"Hepatitis B, virus infection perinatal",2016,48,2,,21,,1,,37,,47,,48,,40,,,NP,PA (2 )
"Meningococcal disease, invasive§§§, other serogroup",2016,18,,-,4,,0,,22,,25,,17,,20,,20,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, non typeable serotype ",2016,39,,-,103,,2,,175,,128,,141,,115,,93,,
"Meningococcal disease, invasive§§§, serogroup B",2016,34,,-,48,,1,,111,,89,,99,,110,,159,,
"Meningococcal disease, invasive§§§, unknown serogroup",2016,2,5,,7,,7,,169,,196,,298,,260,,323,,"FL (1 ), OK (1 ), OR (3 )"
"Meningococcal disease, invasive§§§, other serogroup",2016,16,,-,4,,0,,22,,25,,17,,20,,20,,
"Meningococcal disease, invasive§§§, unknown serogroup",2016,23,3,,84,,4,,143,,196,,298,,260,,323,,"NY (1 ), NYC (1 ), CO (1 )"
"Botulism, foodborne",2016,48,,-,32,,0,,37,,15,,4,,27,,24,,
Chancroid,2016,48,,-,8,,0,,11,,,-,,-,15,,8,,
"Hantavirus infections**, Hantavirus infection disease (non-HPS)††",2016,1,,NN,,NN,,NN,,NN,,NN,,NN,,NN,,NN,
"Arboviral diseases¶,** Zika virus¶¶ ",2016,5,1,,29,,,-,23,,,NN,,NN,,NN,,NN,FL (1 )
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,23,,-,,-,0,,6,,8,,8,,15,,4,,
"Viral hemorrhagic fever††††, Crimean-Congo hemorrhagic fever",2016,33,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Marburg fever",2016,3,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,29,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Arboviral diseases¶,** Western equine encephalitis virus ",2016,11,,-,,-,,-,,-,,-,,-,,-,,-,
"Hantavirus infections**, Hantavirus infection (non-HPS)††",2016,34,,-,2,,0,,1,,,NN,,NN,,NN,,NN,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2016,2,,-,,-,,-,270,,266,,233,,263,,230,,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,17,,-,,-,0,,23,,10,,1,,3,,6,,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,33,,-,1,,1,,6,,8,,8,,15,,4,,
"Viral hemorrhagic fever††††, Lassa fever",2016,37,,-,,-,,-,,-,1,,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Marburg fever",2016,32,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever§§§§, Guanarito hemorrhagic fever",2016,8,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Junin hemorrhagic fever",2016,48,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Junin hemorrhagic fever",2016,43,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,43,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever§§§§, Ebola hemorrhagic fever",2016,12,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Viral hemorrhagic fever§§§§, Machupo hemorrhagic fever",2016,11,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, non typeable serotype ",2016,27,,-,85,,3,,174,,128,,141,,115,,93,,
"Viral hemorrhagic fever§§§§, Crimean-Congo hemorrhagic fever",2016,8,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive¶¶¶, other serogroup",2016,5,,-,,-,1,,19,,25,,17,,20,,20,,
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,48,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2016,16,,-,,-,,-,8,,11,,22,,2,,3,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,46,,-,20,,1,,29,,40,,31,,30,,14,,
"Zika virus††,§§§§, Zika virus congenital infection ",2016,41,,NA,,NA,,NA,,NN,,NN,,NN,,NN,,NN,
"Arboviral diseases¶,** Western equine encephalitis virus ",2016,36,,-,,-,,-,,-,,-,,-,,-,,-,
Measles§§§,2016,4,1,,2,,7,,187,,667,,187,,55,,220,,CA (1 )
"Meningococcal disease, invasive§§§, serogroup B",2016,1,,-,,-,2,,82,,89,,99,,110,,159,,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,41,,-,2,,0,,6,,8,,8,,15,,4,,
"Zika virus††,§§§§, Zika virus congenital infection ",2016,42,,NA,,NA,,NA,,NN,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,47,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Syphilis, congenital††††",2016,6,,-,17,,8,,393,,458,,348,,322,,360,,
"Arboviral diseases¶,** Western equine encephalitis virus ",2016,19,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** Chikungunya virus††",2016,25,,-,47,,5,,896,,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever§§§§, Lassa fever",2016,5,,-,,-,,-,,-,1,,,NP,,NP,,NP,
"Hantavirus infections**, Hantavirus infection (non-HPS)††",2016,25,,-,3,,,-,1,,,NN,,NN,,NN,,NN,
"Zika virus††,§§§§, Zika virus disease, non-congenital infection",2016,27,7,,1247,,0,,,NN,,NN,,NN,,NN,,NN,"MA (1 ), OH (1 ), VA (1 ), SC (1 ), FL (1 ), TN (1 ), MS (1 )"
"Arboviral diseases¶,** Powassan virus ",2016,29,,-,2,,0,,7,,8,,12,,7,,16,,
"Meningococcal disease, invasive§§§, unknown serogroup",2016,34,1,,124,,3,,120,,196,,298,,260,,323,,GA (1 )
"Meningococcal disease, invasive§§§, other serogroup",2016,40,,-,13,,0,,21,,25,,17,,20,,20,,
"Hantavirus infections**, Hantavirus infection (non-HPS)††",2016,35,,-,2,,0,,1,,,NN,,NN,,NN,,NN,
"Meningococcal disease, invasive§§§, unknown serogroup",2016,42,2,,142,,4,,120,,196,,298,,260,,323,,"TN (1 ), OR (1 )"
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,41,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Syphilis, congenital††††",2016,15,,-,67,,7,,451,,458,,348,,322,,360,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2016,24,1,,56,,1,,135,,266,,233,,263,,230,,NE (1 )
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,17,,-,7,,1,,27,,40,,31,,30,,14,,
"Viral hemorrhagic fever††††, Crimean-Congo hemorrhagic fever",2016,17,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,33,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Lassa fever",2016,28,,-,,-,,-,,-,1,,,NP,,NP,,NP,
"Viral hemorrhagic fever§§§§, Sabia-associated hemorrhagic fever",2016,11,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,36,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Polio virus Infection, nonparalytic**",2016,48,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** Powassan virus ",2016,47,,-,7,,0,,7,,8,,12,,7,,16,,
"Hantavirus infections**, Hantavirus infection (non-HPS)††",2016,10,,-,,-,,-,,-,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,42,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,17,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** La Crosse virus§§ ",2016,6,,-,,-,,-,50,,80,,85,,78,,130,,
"Arboviral diseases¶,** Chikungunya virus††",2016,9,,-,1,,0,,772,,,NN,,NN,,NN,,NN,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,15,,-,,-,0,,19,,10,,1,,3,,6,,
"Meningococcal disease, invasive§§§, unknown serogroup",2016,46,,-,144,,4,,120,,196,,298,,260,,323,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, non typeable serotype ",2016,43,1,,115,,3,,175,,128,,141,,115,,93,,RI (1 )
"Viral hemorrhagic fever††††, Junin hemorrhagic fever",2016,47,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever§§§§, Lujo virus",2016,5,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Crimean-Congo hemorrhagic fever",2016,2,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,26,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2016,30,,-,,-,0,,11,,11,,22,,2,,3,,
"Hantavirus infections**, Hantavirus infection (non-HPS)††",2016,19,,-,,-,,-,1,,,NN,,NN,,NN,,NN,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,22,,-,,-,0,,23,,10,,1,,3,,6,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2016,42,2,,101,,2,,135,,266,,233,,263,,230,,"OH (1 ), NE (1 )"
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2016,1,3,,3,,4,,52,,39,,34,,37,,48,,"OH (2 ), GA (1 )"
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2016,27,,-,64,,1,,135,,266,,233,,263,,230,,
"Viral hemorrhagic fever††††, Machupo hemorrhagic fever",2016,27,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,37,,-,1,,1,,6,,8,,8,,15,,4,,
"Viral hemorrhagic fever††††, Lassa fever",2016,23,,-,,-,,-,,-,1,,,NP,,NP,,NP,
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2016,32,,-,2,,0,,11,,11,,22,,2,,3,,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,10,,-,,-,0,,6,,8,,8,,15,,4,,
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,43,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Marburg fever",2016,40,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2016,21,4,,91,,4,,199,,39,,34,,37,,48,,"OK (1 ), TX (1 ), ID (2 )"
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2016,3,,-,,-,,-,7,,11,,22,,2,,3,,
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2016,11,,-,,-,,-,8,,11,,22,,2,,3,,
"Meningococcal disease, invasive§§§, other serogroup",2016,42,,-,13,,0,,21,,25,,17,,20,,20,,
"Viral hemorrhagic fever§§§§, Marburg fever",2016,6,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Lassa fever",2016,48,,-,,-,,-,,-,1,,,NP,,NP,,NP,
"Viral hemorrhagic fever§§§§, Marburg fever",2016,12,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Syphilis, congenital††††",2016,9,,-,38,,8,,403,,458,,348,,322,,360,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,31,,-,10,,1,,29,,40,,31,,30,,14,,
"Viral hemorrhagic fever††††, Lujo virus",2016,31,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive§§§, other serogroup",2016,21,,-,5,,0,,20,,25,,17,,20,,20,,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,24,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Hantavirus infections**, Hantavirus infection (non-HPS)††",2016,23,,-,2,,,-,1,,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever††††, Machupo hemorrhagic fever",2016,2,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2016,48,,-,4,,,-,11,,11,,22,,2,,3,,
"Viral hemorrhagic fever§§§§, Ebola hemorrhagic fever",2016,7,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Zika virus††,§§§§, Zika virus disease, non-congenital infection",2016,28,5,,1342,,0,,,NN,,NN,,NN,,NN,,NN,"PA (1 ), DE (1 ), FL (1 ), CO (1 ), WA (1 )"
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,37,,-,4,,0,,23,,10,,1,,3,,6,,
"Meningococcal disease, invasive§§§, unknown serogroup",2016,21,2,,74,,4,,143,,196,,298,,260,,323,,"NYC (1 ), OR (1 )"
Vancomycin-resistant Staphylococcus aureus**,2016,48,,-,,-,0,,3,,,-,,-,2,,,-,
"Viral hemorrhagic fever§§§§, Sabia-associated hemorrhagic fever",2016,13,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive¶¶¶, unknown serogroup",2016,7,1,,20,,7,,169,,196,,298,,260,,323,,OR (1 )
"Viral hemorrhagic fever††††, Machupo hemorrhagic fever",2016,47,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2016,39,,-,88,,2,,135,,266,,233,,263,,230,,
"Arboviral diseases¶,** Zika virus¶¶ ",2016,13,,-,304,,0,,42,,,NN,,NN,,NN,,NN,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2016,19,,-,44,,1,,127,,266,,233,,263,,230,,
"Meningococcal disease, invasive§§§, serogroup ACWY",2016,48,1,,84,,3,,120,,123,,142,,161,,257,,MA (1 )
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2016,37,4,,144,,3,,167,,39,,34,,37,,48,,"NY (1 ), NYC (1 ), VA (1 ), OK (1 )"
"Zika virus††,§§§§, Zika virus disease, non-congenital infection",2016,43,2,,4056,,,-,,NN,,NN,,NN,,NN,,NN,"VA (1 ), UT (1 )"
"Meningococcal disease, invasive§§§, serogroup ACWY",2016,41,1,,68,,2,,120,,123,,142,,161,,257,,CO (1 )
"Viral hemorrhagic fever††††, Lujo virus",2016,16,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever§§§§, Sabia-associated hemorrhagic fever",2016,7,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Lujo virus",2016,32,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive§§§, serogroup ACWY",2016,33,,-,57,,2,,120,,123,,142,,161,,257,,
"Meningococcal disease, invasive§§§, serogroup B",2016,26,1,,39,,1,,111,,89,,99,,110,,159,,WA (1 )
Measles†††,2016,48,1,,61,,1,,188,,667,,187,,55,,220,,OR (1 )
"Arboviral diseases¶,** Powassan virus ",2016,2,,-,,-,,-,6,,8,,12,,7,,16,,
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,30,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
Plague,2016,48,,-,,-,,-,16,,10,,4,,4,,3,,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,6,,-,,-,,-,5,,8,,8,,15,,4,,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,31,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Meningococcal disease, invasive¶¶¶, serogroup ACWY",2016,5,,-,5,,3,,95,,123,,142,,161,,257,,
"Syphilis, congenital††††",2016,11,,-,44,,7,,423,,458,,348,,322,,360,,
"Meningococcal disease, invasive§§§, serogroup B",2016,28,,-,42,,1,,111,,89,,99,,110,,159,,
"Meningococcal disease, invasive¶¶¶, serogroup ACWY",2016,13,,-,22,,4,,100,,123,,142,,161,,257,,
"Viral hemorrhagic fever††††, Marburg fever",2016,46,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,22,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,43,1,,18,,1,,29,,40,,31,,30,,14,,TX (1 )
"Viral hemorrhagic fever††††, Lujo virus",2016,3,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, unknown serotype",2016,29,2,,125,,3,,167,,39,,34,,37,,48,,"NY (1 ), TN (1 )"
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,28,,-,9,,0,,29,,40,,31,,30,,14,,
"Arboviral diseases¶,** Western equine encephalitis virus ",2016,33,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2016,27,,-,,-,0,,11,,11,,22,,2,,3,,
"Meningococcal disease, invasive§§§, other serogroup",2016,17,,-,4,,0,,22,,25,,17,,20,,20,,
"Meningococcal disease, invasive§§§, other serogroup",2016,36,,-,12,,0,,21,,25,,17,,20,,20,,
"Arboviral diseases¶,** St. Louis encephalitis virus ",2016,32,,-,,-,0,,23,,10,,1,,3,,6,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,36,,-,13,,1,,29,,40,,31,,30,,14,,
"Viral hemorrhagic fever††††, Sabia-associated hemorrhagic fever",2016,1,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Eastern equine encephalitis virus ",2016,22,,-,,-,0,,6,,8,,8,,15,,4,,
"Arboviral diseases¶,** Jamestown Canyon virus§§ ",2016,6,,-,,-,,-,8,,11,,22,,2,,3,,
"Meningococcal disease, invasive§§§, serogroup ACWY",2016,25,,-,51,,3,,120,,123,,142,,161,,257,,
"Meningococcal disease, invasive§§§, serogroup ACWY",2016,40,,-,66,,2,,120,,123,,142,,161,,257,,
"Arboviral diseases¶,** Powassan virus ",2016,20,,-,1,,1,,7,,8,,12,,7,,16,,
"Viral hemorrhagic fever§§§§, Lujo virus",2016,4,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Junin hemorrhagic fever",2016,42,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Lujo virus",2016,46,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Poliomyelitis, paralytic",2016,48,,-,,-,,-,,-,,-,1,,,-,,-,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,23,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Arboviral diseases¶,** Powassan virus ",2016,16,,-,,-,0,,7,,8,,12,,7,,16,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,40,,-,15,,0,,29,,40,,31,,30,,14,,
"Viral hemorrhagic fever§§§§, Ebola hemorrhagic fever",2016,13,,-,,-,,-,,-,4,,,NP,,NP,,NP,
Measles§§§,2016,9,,-,2,,5,,186,,667,,187,,55,,220,,
Novel influenza A virus infections¶¶¶,2016,21,,-,2,,,-,6,,3,,21,,313,,14,,
"Arboviral diseases¶,** Chikungunya virus††",2016,48,,-,153,,2,,896,,,NN,,NN,,NN,,NN,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, other serotype",2016,38,2,,89,,1,,135,,266,,233,,263,,230,,"MI (1 ), TX (1 )"
"Viral hemorrhagic fever††††, Guanarito hemorrhagic fever",2016,37,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Chikungunya virus††",2016,35,,-,69,,4,,896,,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever††††, Lujo virus",2016,2,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Crimean-Congo hemorrhagic fever",2016,18,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,30,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,1,,-,,-,,-,,-,4,,,NP,,NP,,NP,
Anthrax,2016,48,,-,,-,,-,,-,,-,,-,,-,1,,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, non typeable serotype ",2016,32,,-,92,,2,,175,,128,,141,,115,,93,,
"Meningococcal disease, invasive§§§, other serogroup",2016,45,,-,13,,1,,21,,25,,17,,20,,20,,
"Viral hemorrhagic fever††††, Crimean-Congo hemorrhagic fever",2016,19,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** La Crosse virus§§ ",2016,15,,-,,-,,-,55,,80,,85,,78,,130,,
"Viral hemorrhagic fever††††, Lassa fever",2016,18,,-,,-,,-,,-,1,,,NP,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)¶¶, serotype b",2016,48,,-,21,,1,,29,,40,,31,,30,,14,,
"Hantavirus infections**, Hantavirus infection disease (non-HPS)††",2016,2,,NN,,NN,,NN,,NN,,NN,,NN,,NN,,NN,
"Meningococcal disease, invasive§§§, unknown serogroup",2016,17,2,,60,,5,,146,,196,,298,,260,,323,,"CT (1 ), CA (1 )"
"Viral hemorrhagic fever††††, Crimean-Congo hemorrhagic fever",2016,44,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Meningococcal disease, invasive§§§, other serogroup",2016,32,,-,11,,0,,21,,25,,17,,20,,20,,
"Viral hemorrhagic fever††††, Ebola hemorrhagic fever",2016,39,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Viral hemorrhagic fever††††, Junin hemorrhagic fever",2016,21,,-,,-,,-,,-,,NP,,NP,,NP,,NP,
"Arboviral diseases¶,** Zika virus¶¶ ",2016,9,,-,160,,0,,33,,,NN,,NN,,NN,,NN,
"Syphilis, congenital****",2016,48,,-,394,,8,,493,,458,,348,,322,,360,,
"Hantavirus infections**, Hantavirus infection (non-HPS)††",2016,37,,-,2,,,-,1,,,NN,,NN,,NN,,NN,
"Viral hemorrhagic fever§§§§, Ebola hemorrhagic fever",2016,11,,-,,-,,-,,-,4,,,NP,,NP,,NP,
"Arboviral diseases¶,** Western equine encephalitis virus ",2016,2,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** Powassan virus ",2016,33,,-,2,,0,,7,,8,,12,,7,,16,,
