Disease,MMWR year,MMWR week,Current week,"Current week, flag",Cum 2017,"Cum 2017, flag",5-year weekly average§,"5-year weekly average§, flag",Total cases reported  2016,"Total cases reported  2016, flag",Total cases reported 2015,"Total cases reported 2015, flag",Total cases reported 2014,"Total cases reported 2014, flag",Total cases reported 2013,"Total cases reported 2013, flag",Total cases reported 2012,"Total cases reported 2012, flag",States reporting cases during current week (No.) 
Brucellosis,2017,45,2,,109,,1,,127,,126,,92,,99,,114,,"NYC (1 ), CO (1 )"
"Q fever, chronic**",2017,45,,-,27,,1,,32,,34,,36,,33,,22,,
Trichinellosis**,2017,45,,-,12,,1,,26,,14,,14,,22,,18,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,45,3,,199,,4,,187,,167,,39,,34,,37,,"NY (1 ), PA (1 ), FL (1 )"
"Botulism, total",2017,45,1,,126,,3,,201,,195,,161,,152,,168,,
Diphtheria,2017,45,,-,,-,,-,,-,,-,1,,,-,1,,
Measles***,2017,45,,-,123,,1,,85,,188,,667,,187,,55,,
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,45,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** La Crosse virus disease",2017,45,,-,35,,0,,35,,55,,80,,85,,78,,
Anthrax,2017,45,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,45,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Botulism, infant",2017,45,1,,94,,3,,144,,138,,127,,136,,123,,WA (1 )
Leptospirosis**,2017,46,,-,51,,1,,78,,40,,38,,,NN,,NN,
"Hepatitis B, perinatal virus infection§§",2017,46,,-,20,,1,,32,,37,,47,,48,,40,,
"Arboviral diseases¶,** Powassan virus disease",2017,46,,-,26,,0,,22,,7,,8,,12,,7,,
"Viral hemorrhagic fever****, Lujo virus",2017,46,,-,,-,,-,,-,,-,,NP,,NP,,NP,
SARS-CoV,2017,46,,-,,-,,-,,-,,-,,-,,-,,-,
Plague,2017,46,,-,1,,0,,4,,16,,10,,4,,4,,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,46,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Tularemia,2017,46,,-,198,,2,,230,,314,,180,,203,,149,,
Cholera,2017,46,,-,4,,0,,15,,5,,5,,14,,17,,
"Viral hemorrhagic fever****, Machupo hemorrhagic fever",2017,46,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Influenza-associated pediatric mortality**,¶¶",2017,46,5,,119,,1,,82,,130,,141,,160,,52,,"FL (1 ), TX (1 ), AZ (1 ), CA (2 )"
Yellow fever,2017,46,,-,,-,,-,,-,,-,,-,,-,,-,
"Hantavirus**, Hantavirus infection, non-HPS",2017,46,,-,,-,0,,6,,3,,,NN,,NN,,NN,
"Arboviral diseases¶,** Chikungunya virus disease",2017,46,,-,90,,3,,247,,896,,,NN,,NN,,NN,
Trichinellosis**,2017,46,,-,13,,1,,26,,14,,14,,22,,18,,
"Viral hemorrhagic fever****, Crimean-Congo hemorrhagic fever",2017,46,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Psittacosis**,2017,46,,-,4,,0,,12,,4,,8,,6,,2,,
"Rabies, human",2017,46,,-,,-,0,,,-,2,,1,,2,,1,,
"Botulism, total",2017,46,1,,128,,3,,201,,195,,161,,152,,168,,
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,46,,-,,-,,-,,-,,-,,-,,-,,-,
Vancomycin-intermediate Staphylococcus aureus**,2017,46,,-,77,,3,,108,,183,,212,,248,,134,,
"Meningococcal disease (Neisseria meningitidis)†††, other serogroup",2017,46,,-,12,,0,,21,,21,,25,,17,,20,,
"Botulism, foodborne",2017,46,,-,17,,0,,31,,37,,15,,4,,27,,
Streptococcal toxic-shock syndrome**,2017,46,,-,257,,4,,283,,335,,259,,224,,194,,
"Meningococcal disease (Neisseria meningitidis)†††, serogroup B",2017,46,,-,53,,2,,86,,111,,89,,99,,110,,
Cyclosporiasis**,2017,46,,-,1057,,2,,535,,645,,388,,784,,123,,
Hansen's disease**,2017,46,,-,50,,1,,78,,89,,88,,81,,82,,
"Botulism, other (wound and unspecified)",2017,46,,-,16,,0,,26,,20,,19,,12,,18,,
"Viral hemorrhagic fever****, Lassa fever",2017,46,,-,,-,,-,,-,1,,1,,,NP,,NP,
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,46,2,,205,,4,,187,,167,,39,,34,,37,,OH (2 )
Novel influenza A virus infections§§§,2017,46,,-,20,,0,,23,,7,,3,,21,,313,,
"Arboviral diseases¶,** La Crosse virus disease",2017,46,,-,35,,0,,35,,55,,80,,85,,78,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, non-b serotype",2017,46,1,,125,,2,,159,,135,,266,,233,,263,,OK (1 )
"Poliomyelitis, paralytic",2017,46,,-,,-,,-,,-,,-,,-,1,,,-,
"Arboviral diseases¶,** Eastern equine encephalitis virus disease",2017,46,,-,1,,,-,7,,6,,8,,8,,15,,
"Q fever, total**",2017,46,1,,144,,2,,164,,156,,168,,170,,135,,
"Polio virus Infection, nonparalytic**",2017,46,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,46,,-,107,,4,,196,,175,,128,,141,,115,,
"Zika virus disease, non-congenital††††  ",2017,46,,-,399,,26,,5132,,,NN,,NN,,NN,,NN,
"Botulism, infant",2017,46,1,,95,,2,,144,,138,,127,,136,,123,,NYC (1 )
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,46,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Anthrax,2017,46,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever****, Sabia-associated hemorrhagic fever",2017,46,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Chancroid,2017,46,,-,8,,0,,7,,11,,,-,,-,15,,
Diphtheria,2017,46,,-,,-,,-,,-,,-,1,,,-,1,,
Listeriosis,2017,46,5,,614,,14,,786,,768,,769,,735,,727,,"NY (1 ), OH (1 ), MD (1 ), VA (1 ), OK (1 )"
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,46,,-,21,,1,,30,,29,,40,,31,,30,,
"Arboviral diseases¶,** Jamestown Canyon virus disease",2017,46,,-,58,,0,,15,,11,,11,,22,,2,,
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,46,,-,11,,1,,31,,21,,32,,21,,30,,
"Meningococcal disease (Neisseria meningitidis)†††, serogroups ACWY",2017,46,,-,57,,2,,126,,120,,123,,142,,161,,
"Viral hemorrhagic fever****, Ebola hemorrhagic fever",2017,46,,-,,-,,-,,-,,-,4,,,NP,,NP,
Typhoid fever (caused by Salmonella typhi),2017,46,1,,307,,4,,376,,367,,349,,338,,354,,NYC (1 )
"Q fever, chronic**",2017,46,,-,27,,1,,32,,34,,36,,33,,22,,
Vancomycin-resistant Staphylococcus aureus**,2017,46,,-,,-,,-,,-,3,,,-,,-,2,,
Smallpox,2017,46,,-,,-,,-,,-,,-,,-,,-,,-,
Brucellosis,2017,46,,-,109,,1,,127,,126,,92,,99,,114,,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,46,,-,6,,,-,8,,23,,10,,1,,3,,
"Meningococcal disease(Neisseria meningitidis)†††, unknown serogroup",2017,46,,-,164,,3,,142,,120,,196,,298,,260,,
Toxic-shock syndrome (other than staphylococcal)**,2017,46,,-,17,,1,,40,,64,,59,,71,,65,,
"Viral hemorrhagic fever****, Marburg fever",2017,46,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Syphilis, congenital¶¶¶",2017,46,,-,486,,9,,633,,493,,458,,348,,322,,
"Hemolytic uremic syndrome, postdiarrheal**",2017,46,,-,245,,5,,307,,274,,250,,329,,274,,
"Q fever, acute**",2017,46,1,,117,,1,,132,,122,,132,,137,,113,,VA (1 )
Measles***,2017,46,,-,123,,1,,85,,188,,667,,187,,55,,
Vancomycin-resistant Staphylococcus aureus**,2017,47,,-,,-,0,,,-,3,,,-,,-,2,,
Hansen's disease**,2017,47,,-,50,,1,,78,,89,,88,,81,,82,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,47,,-,21,,1,,30,,29,,40,,31,,30,,
"Meningococcal disease (Neisseria meningitidis)†††, serogroups ACWY",2017,47,1,,59,,3,,126,,120,,123,,142,,161,,MD (1 )
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,47,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever****, Lujo virus",2017,47,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** Powassan virus disease",2017,47,,-,26,,0,,22,,7,,8,,12,,7,,
"Polio virus Infection, nonparalytic**",2017,47,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,47,3,,211,,4,,187,,167,,39,,34,,37,,"FL (2 ), OR (1 )"
"Hantavirus**, Hantavirus infection, non-HPS",2017,47,,-,,-,0,,6,,3,,,NN,,NN,,NN,
"Arboviral diseases¶,** Eastern equine encephalitis virus disease",2017,47,,-,1,,,-,7,,6,,8,,8,,15,,
Listeriosis,2017,47,4,,633,,13,,786,,768,,769,,735,,727,,"NYC (2 ), FL (1 ), CO (1 )"
"Influenza-associated pediatric mortality**,¶¶",2017,47,,-,119,,1,,82,,130,,141,,160,,52,,
"Meningococcal disease (Neisseria meningitidis)†††, other serogroup",2017,47,,-,12,,0,,21,,21,,25,,17,,20,,
"Q fever, chronic**",2017,47,,-,27,,0,,32,,34,,36,,33,,22,,
"Botulism, total",2017,47,2,,130,,3,,201,,195,,161,,152,,168,,
"Botulism, foodborne",2017,47,,-,17,,0,,31,,37,,15,,4,,27,,
"Q fever, total**",2017,47,,-,145,,2,,164,,156,,168,,170,,135,,
"Arboviral diseases¶,** Chikungunya virus disease",2017,47,,-,93,,3,,247,,896,,,NN,,NN,,NN,
Leptospirosis**,2017,47,,-,54,,1,,78,,40,,38,,,NN,,NN,
"Botulism, other (wound and unspecified)",2017,47,,-,16,,0,,26,,20,,19,,12,,18,,
"Arboviral diseases¶,** Jamestown Canyon virus disease",2017,47,,-,63,,0,,15,,11,,11,,22,,2,,
Plague,2017,47,,-,1,,0,,4,,16,,10,,4,,4,,
"Syphilis, congenital¶¶¶",2017,47,,-,464,,9,,633,,493,,458,,348,,322,,
Toxic-shock syndrome (other than staphylococcal)**,2017,47,1,,24,,1,,40,,64,,59,,71,,65,,CO (1 )
"Botulism, infant",2017,47,2,,97,,3,,144,,138,,127,,136,,123,,KY (2 )
Novel influenza A virus infections§§§,2017,47,,-,20,,0,,23,,7,,3,,21,,313,,
"Viral hemorrhagic fever****, Lassa fever",2017,47,,-,,-,,-,,-,1,,1,,,NP,,NP,
Chancroid,2017,47,,-,7,,0,,7,,11,,,-,,-,15,,
Measles***,2017,47,,-,124,,1,,85,,188,,667,,187,,55,,
Typhoid fever (caused by Salmonella typhi),2017,47,3,,317,,4,,376,,367,,349,,338,,354,,NYC (3 )
"Viral hemorrhagic fever****, Ebola hemorrhagic fever",2017,47,,-,,-,,-,,-,,-,4,,,NP,,NP,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,47,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Brucellosis,2017,47,,-,113,,1,,127,,126,,92,,99,,114,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,47,,-,107,,4,,196,,175,,128,,141,,115,,
Vancomycin-intermediate Staphylococcus aureus**,2017,47,,-,81,,3,,108,,183,,212,,248,,134,,
SARS-CoV,2017,47,,-,,-,,-,,-,,-,,-,,-,,-,
"Poliomyelitis, paralytic",2017,47,,-,,-,,-,,-,,-,,-,1,,,-,
"Hepatitis B, perinatal virus infection§§",2017,47,,-,20,,1,,32,,37,,47,,48,,40,,
Anthrax,2017,47,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** La Crosse virus disease",2017,47,1,,36,,0,,35,,55,,80,,85,,78,,TN (1 )
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,47,,-,11,,0,,31,,21,,32,,21,,30,,
"Hemolytic uremic syndrome, postdiarrheal**",2017,47,,-,262,,5,,307,,274,,250,,329,,274,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, non-b serotype",2017,47,1,,128,,2,,159,,135,,266,,233,,263,,OK (1 )
Cholera,2017,47,,-,4,,0,,15,,5,,5,,14,,17,,
"Meningococcal disease(Neisseria meningitidis)†††, unknown serogroup",2017,47,4,,171,,3,,142,,120,,196,,298,,260,,"NYC (1 ), OH (1 ), FL (1 ), OR (1 )"
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,47,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Viral hemorrhagic fever****, Crimean-Congo hemorrhagic fever",2017,47,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Diphtheria,2017,47,,-,,-,,-,,-,,-,1,,,-,1,,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,47,,-,6,,,-,8,,23,,10,,1,,3,,
Smallpox,2017,47,,-,,-,,-,,-,,-,,-,,-,,-,
Yellow fever,2017,47,,-,,-,,-,,-,,-,,-,,-,,-,
"Q fever, acute**",2017,47,,-,118,,1,,132,,122,,132,,137,,113,,
Trichinellosis**,2017,47,,-,13,,1,,26,,14,,14,,22,,18,,
"Viral hemorrhagic fever****, Sabia-associated hemorrhagic fever",2017,47,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Cyclosporiasis**,2017,47,,-,1065,,2,,535,,645,,388,,784,,123,,
Psittacosis**,2017,47,,-,4,,0,,12,,4,,8,,6,,2,,
"Viral hemorrhagic fever****, Machupo hemorrhagic fever",2017,47,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Tularemia,2017,47,1,,203,,2,,230,,314,,180,,203,,149,,OK (1 )
"Zika virus disease, non-congenital††††  ",2017,47,,-,410,,23,,5132,,,NN,,NN,,NN,,NN,
"Rabies, human",2017,47,,-,,-,,-,,-,2,,1,,2,,1,,
"Meningococcal disease (Neisseria meningitidis)†††, serogroup B",2017,47,1,,55,,2,,86,,111,,89,,99,,110,,NY (1 )
"Viral hemorrhagic fever****, Marburg fever",2017,47,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Streptococcal toxic-shock syndrome**,2017,47,1,,258,,5,,283,,335,,259,,224,,194,,NY (1 )
Novel influenza A virus infections§§§,2017,48,,-,20,,0,,23,,7,,3,,21,,313,,
"Poliomyelitis, paralytic",2017,48,,-,,-,,-,,-,,-,,-,1,,,-,
"Botulism, foodborne",2017,48,,-,17,,0,,31,,37,,15,,4,,27,,
Tularemia,2017,48,,-,207,,2,,230,,314,,180,,203,,149,,
"Q fever, total**",2017,48,1,,149,,2,,164,,156,,168,,170,,135,,
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,48,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,48,,-,7,,,-,8,,23,,10,,1,,3,,
Toxic-shock syndrome (other than staphylococcal)**,2017,48,,-,24,,1,,40,,64,,59,,71,,65,,
"Hantavirus**, Hantavirus infection, non-HPS",2017,48,,-,,-,0,,6,,3,,,NN,,NN,,NN,
"Viral hemorrhagic fever****, Lassa fever",2017,48,,-,,-,,-,,-,1,,1,,,NP,,NP,
"Meningococcal disease (Neisseria meningitidis)†††, serogroups ACWY",2017,48,,-,62,,3,,126,,120,,123,,142,,161,,
"Q fever, acute**",2017,48,1,,120,,1,,132,,122,,132,,137,,113,,OR (1 )
"Arboviral diseases¶,** Powassan virus disease",2017,49,,-,28,,0,,22,,7,,8,,12,,7,,
"Influenza-associated pediatric mortality**,¶¶",2017,48,2,,121,,1,,82,,130,,141,,160,,52,,"IL (1 ), NV (1 )"
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,48,,-,106,,5,,196,,175,,128,,141,,115,,
"Viral hemorrhagic fever****, Machupo hemorrhagic fever",2017,48,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Streptococcal toxic-shock syndrome**,2017,48,7,,269,,5,,283,,335,,259,,224,,194,,"NY (1 ), IN (1 ), VA (1 ), GA (1 ), KY (3 )"
Typhoid fever (caused by Salmonella typhi),2017,48,3,,329,,5,,376,,367,,349,,338,,354,,"NY (1 ), NYC (2 )"
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,48,,-,11,,0,,31,,21,,32,,21,,30,,
"Arboviral diseases¶,** Eastern equine encephalitis virus disease",2017,48,,-,1,,,-,7,,6,,8,,8,,15,,
"Arboviral diseases¶,** Powassan virus disease",2017,48,,-,27,,0,,22,,7,,8,,12,,7,,
SARS-CoV,2017,48,,-,,-,,-,,-,,-,,-,,-,,-,
"Polio virus Infection, nonparalytic**",2017,48,,-,,-,,-,,-,,-,,-,,-,,-,
"Q fever, chronic**",2017,48,,-,29,,0,,32,,34,,36,,33,,22,,
Vancomycin-intermediate Staphylococcus aureus**,2017,48,1,,84,,3,,108,,183,,212,,248,,134,,NYC (1 )
"Viral hemorrhagic fever****, Sabia-associated hemorrhagic fever",2017,48,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Yellow fever,2017,48,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,48,,-,,-,,-,,-,,-,,-,,-,,-,
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,48,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Diphtheria,2017,48,,-,,-,,-,,-,,-,1,,,-,1,,
"Viral hemorrhagic fever****, Crimean-Congo hemorrhagic fever",2017,48,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Cholera,2017,48,,-,4,,0,,15,,5,,5,,14,,17,,
"Zika virus disease, non-congenital††††  ",2017,48,,-,423,,16,,5132,,,NN,,NN,,NN,,NN,
Hansen's disease**,2017,48,,-,50,,2,,78,,89,,88,,81,,82,,
"Hepatitis B, perinatal virus infection§§",2017,48,,-,20,,1,,32,,37,,47,,48,,40,,
"Arboviral diseases¶,** Chikungunya virus disease",2017,48,,-,97,,3,,247,,896,,,NN,,NN,,NN,
"Botulism, infant",2017,48,,-,98,,3,,144,,138,,127,,136,,123,,
Cyclosporiasis**,2017,48,1,,1074,,2,,535,,645,,388,,784,,123,,VA (1 )
"Meningococcal disease (Neisseria meningitidis)†††, other serogroup",2017,48,,-,13,,0,,21,,21,,25,,17,,20,,
Smallpox,2017,48,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, other (wound and unspecified)",2017,48,,-,16,,0,,26,,20,,19,,12,,18,,
Listeriosis,2017,48,8,,657,,13,,786,,768,,769,,735,,727,,"NY (1 ), NYC (1 ), MD (1 ), VA (1 ), FL (2 ), MS (1 ), TX (1 )"
Measles***,2017,48,,-,122,,1,,85,,188,,667,,187,,55,,
"Viral hemorrhagic fever****, Ebola hemorrhagic fever",2017,48,,-,,-,,-,,-,,-,4,,,NP,,NP,
"Syphilis, congenital¶¶¶",2017,48,,-,528,,9,,633,,493,,458,,348,,322,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,48,4,,217,,4,,187,,167,,39,,34,,37,,"OH (1 ), FL (1 ), CO (1 ), OR (1 )"
Brucellosis,2017,48,,-,115,,2,,127,,126,,92,,99,,114,,
"Arboviral diseases¶,** La Crosse virus disease",2017,48,,-,37,,,-,35,,55,,80,,85,,78,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,48,,-,21,,1,,30,,29,,40,,31,,30,,
"Meningococcal disease(Neisseria meningitidis)†††, unknown serogroup",2017,48,2,,175,,3,,142,,120,,196,,298,,260,,PA (2 )
Anthrax,2017,48,,-,,-,,-,,-,,-,,-,,-,,-,
"Rabies, human",2017,48,,-,,-,,-,,-,2,,1,,2,,1,,
Leptospirosis**,2017,48,,-,55,,1,,78,,40,,38,,,NN,,NN,
Vancomycin-resistant Staphylococcus aureus**,2017,48,,-,,-,0,,,-,3,,,-,,-,2,,
Chancroid,2017,48,,-,7,,0,,7,,11,,,-,,-,15,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, non-b serotype",2017,48,2,,129,,2,,159,,135,,266,,233,,263,,"NE (1 ), OR (1 )"
"Meningococcal disease (Neisseria meningitidis)†††, serogroup B",2017,48,,-,57,,2,,86,,111,,89,,99,,110,,
"Arboviral diseases¶,** Jamestown Canyon virus disease",2017,48,,-,63,,0,,15,,11,,11,,22,,2,,
Trichinellosis**,2017,48,,-,13,,1,,26,,14,,14,,22,,18,,
Plague,2017,48,,-,1,,,-,4,,16,,10,,4,,4,,
"Viral hemorrhagic fever****, Marburg fever",2017,48,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Psittacosis**,2017,48,,-,4,,0,,12,,4,,8,,6,,2,,
"Hemolytic uremic syndrome, postdiarrheal**",2017,48,1,,270,,4,,307,,274,,250,,329,,274,,OH (1 )
"Botulism, total",2017,48,,-,131,,3,,201,,195,,161,,152,,168,,
"Viral hemorrhagic fever****, Lujo virus",2017,48,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Syphilis, congenital¶¶¶",2017,49,,-,540,,10,,633,,493,,458,,348,,322,,
"Viral hemorrhagic fever****, Lujo virus",2017,49,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Tularemia,2017,49,,-,210,,2,,230,,314,,180,,203,,149,,
"Viral hemorrhagic fever****, Ebola hemorrhagic fever",2017,49,,-,,-,,-,,-,,-,4,,,NP,,NP,
"Meningococcal disease (Neisseria meningitidis)†††, serogroups ACWY",2017,49,,-,63,,3,,126,,120,,123,,142,,161,,
"Meningococcal disease(Neisseria meningitidis)†††, unknown serogroup",2017,49,3,,175,,3,,142,,120,,196,,298,,260,,"PA (2 ), CO (1 )"
Listeriosis,2017,49,5,,674,,13,,786,,768,,769,,735,,727,,"CT (1 ), NYC (1 ), OH (1 ), FL (1 ), OK (1 )"
"Viral hemorrhagic fever****, Junin hemorrhagic fever",2017,49,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Novel influenza A virus infections§§§,2017,49,,-,20,,0,,23,,7,,3,,21,,313,,
Measles***,2017,49,,-,122,,1,,85,,188,,667,,187,,55,,
"Hemolytic uremic syndrome, postdiarrheal**",2017,49,1,,273,,4,,307,,274,,250,,329,,274,,NYC (1 )
"Viral hemorrhagic fever****, Guanarito hemorrhagic fever",2017,49,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Q fever, total**",2017,49,,-,152,,2,,164,,156,,168,,170,,135,,
Toxic-shock syndrome (other than staphylococcal)**,2017,49,,-,24,,1,,40,,64,,59,,71,,65,,
"Viral hemorrhagic fever****, Lassa fever",2017,49,,-,,-,,-,,-,1,,1,,,NP,,NP,
"Arboviral diseases¶,** La Crosse virus disease",2017,49,,-,44,,,-,35,,55,,80,,85,,78,,
"Q fever, chronic**",2017,49,,-,29,,0,,32,,34,,36,,33,,22,,
"Arboviral diseases¶,** Jamestown Canyon virus disease",2017,49,,-,63,,0,,15,,11,,11,,22,,2,,
Brucellosis,2017,49,1,,119,,2,,127,,126,,92,,99,,114,,TX (1 )
Hansen's disease**,2017,49,,-,51,,2,,78,,89,,88,,81,,82,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, non-b serotype",2017,49,,-,132,,2,,159,,135,,266,,233,,263,,
"Viral hemorrhagic fever****, Crimean-Congo hemorrhagic fever",2017,49,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Botulism, infant",2017,49,,-,99,,3,,144,,138,,127,,136,,123,,
"Q fever, acute**",2017,49,,-,123,,1,,132,,122,,132,,137,,113,,
"Haemophilus influenzae invasive disease (age <5 yrs)††, nontypeable ",2017,49,,-,106,,5,,196,,175,,128,,141,,115,,
Psittacosis**,2017,49,,-,4,,0,,12,,4,,8,,6,,2,,
"Arboviral diseases¶,** Eastern equine encephalitis virus disease",2017,49,,-,1,,,-,7,,6,,8,,8,,15,,
"Arboviral diseases¶,** Western equine encephalitis virus disease",2017,49,,-,,-,,-,,-,,-,,-,,-,,-,
"Botulism, foodborne",2017,49,,-,18,,0,,31,,37,,15,,4,,27,,
Chancroid,2017,49,,-,7,,0,,7,,11,,,-,,-,15,,
Trichinellosis**,2017,49,,-,13,,0,,26,,14,,14,,22,,18,,
"Hantavirus**, Hantavirus infection, non-HPS",2017,49,,-,,-,0,,6,,3,,,NN,,NN,,NN,
"Viral hemorrhagic fever****, Marburg fever",2017,49,,-,,-,,-,,-,,-,,NP,,NP,,NP,
SARS-CoV,2017,49,,-,,-,,-,,-,,-,,-,,-,,-,
"Arboviral diseases¶,** St. Louis encephalitis virus disease",2017,49,,-,7,,,-,8,,23,,10,,1,,3,,
"Influenza-associated pediatric mortality**,¶¶",2017,49,1,,122,,1,,82,,130,,141,,160,,52,,IN (1 )
"Botulism, total",2017,49,1,,134,,4,,201,,195,,161,,152,,168,,
"Polio virus Infection, nonparalytic**",2017,49,,-,,-,,-,,-,,-,,-,,-,,-,
Streptococcal toxic-shock syndrome**,2017,49,4,,274,,5,,283,,335,,259,,224,,194,,"PA (1 ), MO (2 ), KY (1 )"
"Haemophilus influenzae invasive disease (age <5 yrs)††, serotype b",2017,49,,-,21,,1,,30,,29,,40,,31,,30,,
"Rabies, human",2017,49,,-,,-,,-,,-,2,,1,,2,,1,,
"Poliomyelitis, paralytic",2017,49,,-,,-,,-,,-,,-,,-,1,,,-,
Cyclosporiasis**,2017,49,3,,1079,,2,,535,,645,,388,,784,,123,,"LA (2 ), AZ (1 )"
"Viral hemorrhagic fever****, Machupo hemorrhagic fever",2017,49,,-,,-,,-,,-,,-,,NP,,NP,,NP,
Vancomycin-resistant Staphylococcus aureus**,2017,49,,-,,-,0,,,-,3,,,-,,-,2,,
Typhoid fever (caused by Salmonella typhi),2017,49,5,,335,,5,,376,,367,,349,,338,,354,,"NY (1 ), NYC (4 )"
Diphtheria,2017,49,,-,,-,,-,,-,,-,1,,,-,1,,
Anthrax,2017,49,,-,,-,,-,,-,,-,,-,,-,,-,
Smallpox,2017,49,,-,,-,,-,,-,,-,,-,,-,,-,
"Haemophilus influenzae invasive disease (age <5 yrs)††, unknown serotype",2017,49,3,,221,,4,,187,,167,,39,,34,,37,,"OH (2 ), OK (1 )"
Leptospirosis**,2017,49,,-,53,,1,,78,,40,,38,,,NN,,NN,
Plague,2017,49,,-,1,,,-,4,,16,,10,,4,,4,,
"Meningococcal disease (Neisseria meningitidis)†††, other serogroup",2017,49,,-,13,,0,,21,,21,,25,,17,,20,,
Vancomycin-intermediate Staphylococcus aureus**,2017,49,,-,85,,3,,108,,183,,212,,248,,134,,
"Arboviral diseases¶,** Chikungunya virus disease",2017,49,1,,103,,2,,247,,896,,,NN,,NN,,NN,AZ (1 )
"Botulism, other (wound and unspecified)",2017,49,1,,17,,0,,26,,20,,19,,12,,18,,WA (1 )
"Hepatitis B, perinatal virus infection§§",2017,49,,-,21,,1,,32,,37,,47,,48,,40,,
"Hantavirus**, Hantavirus Pulmonary Syndrome (HPS)",2017,49,,-,11,,0,,31,,21,,32,,21,,30,,
"Viral hemorrhagic fever****, Sabia-associated hemorrhagic fever",2017,49,,-,,-,,-,,-,,-,,NP,,NP,,NP,
"Meningococcal disease (Neisseria meningitidis)†††, serogroup B",2017,49,,-,64,,2,,86,,111,,89,,99,,110,,
Yellow fever,2017,49,,-,,-,,-,,-,,-,,-,,-,,-,
"Zika virus disease, non-congenital††††  ",2017,49,,-,429,,15,,5132,,,NN,,NN,,NN,,NN,
Cholera,2017,49,,-,4,,0,,15,,5,,5,,14,,17,,
